"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"81","I‚Äôm seriously missing those peanuts @SouthwestAir . @AmericanAir these peanuts don‚Äôt mess around. https://t.co/zmu5EuJwaK",FALSE,0,NA,2017-10-08 01:32:41,FALSE,NA,"916838728303292417",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","haydnadams",0,FALSE,FALSE,NA,NA
"82","@AmericanAir How on earth can my bag be in Dallas AGAIN! You are killing me Ì†ΩÌπÑ Hello...spend money on baggage tracki‚Ä¶ https://t.co/H4SBYQd3E1",FALSE,0,"AmericanAir",2017-10-08 01:31:58,TRUE,NA,"916838546480168960","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gaudiokids",0,FALSE,FALSE,NA,NA
"83","@AmericanAir @AmericanAir  no contestan¬°¬°¬° 1 hora esperando en la llamada...exijo que resuelvan mi problema hagan m‚Ä¶ https://t.co/zVigP6ZB40",FALSE,0,"AmericanAir",2017-10-08 01:30:54,TRUE,"916826724830273536","916838278124490754","22536055","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","josecarrascov",0,FALSE,FALSE,NA,NA
"84","RT @AmericanAir: @erikolund That's a great looking bunch and all the smiles says it all. Thanks for sharing this pic of our #AATeam!",FALSE,0,NA,2017-10-08 01:29:43,FALSE,NA,"916837982597939201",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","erikolund",1,TRUE,FALSE,NA,NA
"85","@JaqAss69 @AmericanAir Why can you change your oil and I can't?!",FALSE,0,"JaqAss69",2017-10-08 01:29:31,FALSE,"916787709703872513","916837929653276672","4514461693","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","abeardenm",0,FALSE,FALSE,NA,NA
"86","RT @staerox: Settling in for my 11 hour flight to #LA Flying @British_Airways on an @AmericanAir plane ‚úàÔ∏è so tweet me peeps cuz I've got Wi‚Ä¶",FALSE,0,NA,2017-10-08 01:29:10,FALSE,NA,"916837843657469957",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","FlicksandFood",6,TRUE,FALSE,NA,NA
"87","@blindtravel Healthy girl will travel. Loved feeling good &amp; back to exploring &amp; enjoying #Paris. And I don't fly hi‚Ä¶ https://t.co/Tbq3Q2PYsl",FALSE,2,"blindtravel",2017-10-08 01:28:16,TRUE,"916823790763507713","916837617181843456","17270374","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cityandsand",0,FALSE,FALSE,NA,NA
"88","@jimmycharles92 @AmericanAir Maybe you should be mad at the airline for its rules and not the lady for doing her job...",FALSE,5,"jimmycharles92",2017-10-08 01:27:14,FALSE,"916817414704254976","916837356560404480","119027000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MysteryMan1776",0,FALSE,FALSE,NA,NA
"89","Hey @AmericanAir my sweet parents are sleeping on airport cots tonight due to your miscommunications across the board. Let's talk.",FALSE,1,NA,2017-10-08 01:25:18,FALSE,NA,"916836869312339970",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jay_seaton_",0,FALSE,FALSE,NA,NA
"90","@Tonya_LeighAnne @AmericanAir Toronto...my other home. I‚Äôm bi-coastal....what are you doing in Seattle?",FALSE,0,"Tonya_LeighAnne",2017-10-08 01:24:49,FALSE,"916836601430384640","916836749858492416","204509263","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AlyciaHodapp",0,FALSE,FALSE,NA,NA
"91","@AlyciaHodapp @AmericanAir Where are you off to?",FALSE,0,"AlyciaHodapp",2017-10-08 01:24:14,FALSE,"916835226894073856","916836601430384640","202727814","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tonya_LeighAnne",0,FALSE,FALSE,NA,NA
"92","@always5star @tripgourmets @TravelAtWill @napafoodandvine @AWorldWithYou_ @RoarLoud @SashaEats @eatlivetraveldr‚Ä¶ https://t.co/A62Z5QZTmB",FALSE,1,"always5star",2017-10-08 01:24:06,TRUE,"916746357125369858","916836568144535552","4818214831","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","deb_zalokar",0,FALSE,FALSE,NA,NA
"93","Very proud to have the families of our employees see their workplace. What the @AmericanAir team does in Tulsa is A‚Ä¶ https://t.co/ANqheKikKU",FALSE,2,NA,2017-10-08 01:23:46,TRUE,NA,"916836483071397888",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","erikolund",1,FALSE,FALSE,NA,NA
"94","If a flight was ticketed @AmericanAir but someone will not go to @Vegas now can that single ticket be refunded but the other 2 stay ticketed",FALSE,0,NA,2017-10-08 01:23:30,FALSE,NA,"916836416918900736",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sherry_keeler",0,FALSE,FALSE,NA,NA
"95","@AmericanAir Funny. You're team at the airport told me to call a 1-800-# or email thru the website. I agree - face‚Ä¶ https://t.co/rHKWTY4WRh",FALSE,0,"AmericanAir",2017-10-08 01:23:29,TRUE,"916832790909513728","916836413282414593","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RGary2",0,FALSE,FALSE,NA,NA
"96","@AmericanAir is probably my new favorite airline to fly....hard to beat tbh ‚úàÔ∏èÌ†ΩÌ∏ä",FALSE,0,"AmericanAir",2017-10-08 01:18:51,FALSE,NA,"916835248025022464","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Marissa_Eshea",0,FALSE,FALSE,NA,NA
"97","@Tonya_LeighAnne @AmericanAir We crisscrossed each other!",FALSE,1,"Tonya_LeighAnne",2017-10-08 01:18:46,FALSE,"916834687716175872","916835226894073856","204509263","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AlyciaHodapp",0,FALSE,FALSE,NA,NA
"98","@Evan_Castor @AmericanAir @carybh Preventative maintenance would be a good start.",FALSE,0,"Evan_Castor",2017-10-08 01:18:28,FALSE,"916824097975427072","916835148464836608","991670310","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TJcos",0,FALSE,FALSE,NA,NA
"99","RT @AirlineGeeks: Getting up close and personal with @AmericanAir‚Äôs 737 MAX 8 at the Tulsa Maintenance Base. https://t.co/oIhywdpfx7",FALSE,0,NA,2017-10-08 01:18:14,FALSE,NA,"916835093452328963",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","edabraham",3,TRUE,FALSE,NA,NA
"100","Made to Seattle and is basically winter here ‚ùÑÔ∏è 
Big thanks to flight attendant Gia for making the 6 hour flight enjoyable! @AmericanAir",FALSE,0,NA,2017-10-08 01:16:38,FALSE,NA,"916834687716175872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tonya_LeighAnne",0,FALSE,FALSE,NA,NA
"101","RT @TotallyJA: Now @AmericanAir giving delays for when they will give you delays. Where they do that at?!",FALSE,0,NA,2017-10-08 01:12:58,FALSE,NA,"916833766823419909",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","chaweda",1,TRUE,FALSE,NA,NA
"102","@JillianMarisa @AmericanAir Pilot Jilly on stream!",FALSE,1,"JillianMarisa",2017-10-08 01:10:38,FALSE,"916832486096801792","916833178492592128","430072028","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EconomyBeyond",0,FALSE,FALSE,NA,NA
"103","@pleia2 @AmericanAir Bag tracking does sound like a great perk. Just use @united's app and it was pretty nice, too.‚Ä¶ https://t.co/NqY92dMra6",FALSE,0,"pleia2",2017-10-08 01:10:36,TRUE,"916820097649598465","916833172230303744","14695816","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nhaines",0,FALSE,FALSE,NA,NA
"104","@jbgcook @JillianMarisa @AmericanAir The game would look really nice on those",FALSE,1,"jbgcook",2017-10-08 01:09:53,FALSE,"916832590694318080","916832991816581120","14348011","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BlainPlanes",0,FALSE,FALSE,NA,NA
"105","@AmericanAir to screw me out of my flight and make me spend the night on a airport floor. And now miss work because of an error on your end!",FALSE,0,"AmericanAir",2017-10-08 01:09:50,FALSE,NA,"916832978893987840","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RandallPink96",0,FALSE,FALSE,NA,NA
"106","@AmericanAir man you never come through! Up enjoy my@over night stay in Chicago o hare. I'll tell work in Calgary that you were nice enough",FALSE,1,"AmericanAir",2017-10-08 01:08:55,FALSE,NA,"916832746777010176","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RandallPink96",0,FALSE,FALSE,NA,NA
"107","@JillianMarisa @AmericanAir Such pretty screens",FALSE,0,"JillianMarisa",2017-10-08 01:08:18,FALSE,"916832486096801792","916832590694318080","430072028","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jbgcook",0,FALSE,FALSE,NA,NA
"108","@AmericanAir Just DM‚Äôed you the info",FALSE,0,"AmericanAir",2017-10-08 01:07:39,FALSE,"916829224912252928","916832429192695808","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Its_Nitaaaa",0,FALSE,FALSE,NA,NA
"109","@Delta @AmericanAir so disappointed that @Delta is making the return trip home so difficult with my husband",FALSE,0,"Delta",2017-10-08 01:06:34,FALSE,NA,"916832157452169216","5920532","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ceefuego",0,FALSE,FALSE,NA,NA
"110","@KDKAHeather @AmericanAir I  Like  it  you  Do a good job  everyday From DALE LABBY sr",FALSE,0,"KDKAHeather",2017-10-08 01:05:06,FALSE,"916626407354195968","916831786734379008","378513932","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","DaleLabby",0,FALSE,FALSE,NA,NA
"111","RT @user47: We got engaged under @SouthwestAir‚Äôs first -300, now partying under @AmericanAir‚Äôs first #737mAAx. Now that‚Äôs the #AvGeek life!‚Ä¶",FALSE,0,NA,2017-10-08 01:01:54,FALSE,NA,"916830979934834688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RunwayGirl",6,TRUE,FALSE,NA,NA
"112","@AmericanAir I‚Äôm not. I told them to cancel my request. YOUR employees push the card, YOU need to stand behind it.",FALSE,0,"AmericanAir",2017-10-08 01:01:37,FALSE,"916824197921427456","916830909386588160","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DavidJDawg",0,FALSE,FALSE,NA,NA
"113","@AmericanAir DM on the way.

@Qantas wouldn‚Äôt let things like this happen to their frequent flyers...",FALSE,0,"AmericanAir",2017-10-08 01:01:13,FALSE,"916828638775046149","916830809994223616","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bwink5",0,FALSE,FALSE,NA,NA
"114","Officially stranded in #Chicago. But with views like this even I can't be too mad @AmericanAir ... but imma need my‚Ä¶ https://t.co/aJfPYrvza2",FALSE,3,NA,2017-10-08 01:00:12,TRUE,NA,"916830554632458241",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RGary2",0,FALSE,FALSE,NA,NA
"115","@AmericanAir I doubt it, since my flight leaves in 15 minutes and I‚Äôm waiting for the train to passport control",FALSE,0,"AmericanAir",2017-10-08 00:59:24,FALSE,"916826761337475073","916830352592777217","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PigInEpigraphy",0,FALSE,FALSE,NA,NA
"116","@AmericanAir Haha Ì†ΩÌ∏Ç IDK maybe... but I certainly don't want to ruin your good vision anyhow!",FALSE,1,"AmericanAir",2017-10-08 00:58:42,FALSE,"916829679201513473","916830175270141952","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","aptraveler1",0,FALSE,FALSE,NA,NA
"117","@spl1011 @user47 @AmericanAir @laligirl00 @erikolund Sure did!",FALSE,0,"spl1011",2017-10-08 00:57:09,FALSE,"916809612031959041","916829787410313217","16538641","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JillianMarisa",0,FALSE,FALSE,NA,NA
"118","Ya'll ready? #FlyFargo DIRECT to #Dallas $359 RT on @AmericanAir. Find your flights here: https://t.co/cdvblz3lG4 https://t.co/ipon3mdlOF",FALSE,0,NA,2017-10-08 00:57:03,FALSE,NA,"916829759866265600",NA,"<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>","fargoairport",1,FALSE,FALSE,NA,NA
"119","@AmericanAir awesome flight from Austin to Pittsburgh-but what's missing?
Branding on the wing! Just a suggestionÌ†ΩÌ≤ú https://t.co/2EsJMII3CI",FALSE,0,"AmericanAir",2017-10-08 00:56:51,FALSE,NA,"916829711443079169","22536055","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kc8tyr",0,FALSE,FALSE,NA,NA
"120","@AmericanAir your pilot (safely) put some petal to the metal. Here in time to make connection to @EtihadAirways . 40 minute dash from C to D",FALSE,0,"AmericanAir",2017-10-08 00:55:12,FALSE,"916761478300078084","916829293572972545","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","benfromminn",0,FALSE,FALSE,NA,NA
"121","@AmericanAir Haha Ì†ΩÌ∏Ç I'll show you HOW happy I am once I'm onboard &amp; I'm being taking care of even if it's on such e‚Ä¶ https://t.co/YuMCj8ap0B",FALSE,0,"AmericanAir",2017-10-08 00:54:52,TRUE,"916705977952538624","916829210190188545","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","aptraveler1",0,FALSE,FALSE,NA,NA
"122","We have had the best time ever on @SouthwestAir ! Thanks for being terrible @AmericanAir",FALSE,0,NA,2017-10-08 00:54:21,FALSE,NA,"916829081613864965",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mdemster",0,FALSE,FALSE,NA,NA
"123","RT @staerox: Settling in for my 11 hour flight to #LA Flying @British_Airways on an @AmericanAir plane ‚úàÔ∏è so tweet me peeps cuz I've got Wi‚Ä¶",FALSE,0,NA,2017-10-08 00:54:10,FALSE,NA,"916829034549469185",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SaywhatGrandma",6,TRUE,FALSE,NA,NA
"124","@AmericanAir @mdg116115 Where #AAteam helps https://t.co/e3w0oHzAcq",FALSE,0,"AmericanAir",2017-10-08 00:53:17,FALSE,"916817181706420225","916828813190934529","22536055","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Evan_Castor",0,FALSE,FALSE,NA,NA
"125","@AmericanAir Anyway, thanks for the empty apology, and for not addressing any of my issues or concerns. Cheers.",FALSE,0,"AmericanAir",2017-10-08 00:51:54,FALSE,"916815738073206789","916828464011010048","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bwink5",0,FALSE,FALSE,NA,NA
"126","@AmericanAir Two seats which were both initially priority, changed to the back of the plane to sit together? What k‚Ä¶ https://t.co/P3EvYPESEP",FALSE,0,"AmericanAir",2017-10-08 00:50:47,TRUE,"916815738073206789","916828183789490176","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bwink5",0,FALSE,FALSE,NA,NA
"127","@AmericanAir You can‚Äôt guarantee a seat assignment, assigned two hours pre-flight?",FALSE,0,"AmericanAir",2017-10-08 00:50:46,FALSE,"916815738073206789","916828179121233920","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bwink5",0,FALSE,FALSE,NA,NA
"128","RT @AirTechFAA: Just finished insp of ex- @AmericanAir 757-2 to ferry to Singapore for P2F conversion for China's SF Airlines. N942UW 
#AvG‚Ä¶",FALSE,0,NA,2017-10-08 00:50:35,FALSE,NA,"916828135181533184",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tanaha_Rei",2,TRUE,FALSE,NA,NA
"129","@AmericanAir Stuck at MIA airport. Routed back to airport after a medical emergency. Sat on plane for over an hour now forced to exit plane.",FALSE,0,"AmericanAir",2017-10-08 00:50:23,FALSE,"916827032880861189","916828081389821953","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Its_Nitaaaa",0,FALSE,FALSE,NA,NA
"130","RT @AnnaTaughtYou: HELP ME PLEASE DM ME I NEED YOU MORE THAN EVER @AmericanAir",FALSE,0,NA,2017-10-08 00:50:01,FALSE,NA,"916827991111553024",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","drinaaguilar",11,TRUE,FALSE,NA,NA
"131","@AmericanAir @fvkdnksntra Expected to be courteous and respectful haha Ì†æÌ¥£ omg, I'm dying,  so funny Ì†ΩÌ∏Ç best joke

Oh,‚Ä¶ https://t.co/Z9iIkcFiYr",FALSE,0,"AmericanAir",2017-10-08 00:49:26,TRUE,"916818041278693376","916827842381516800","22536055","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Evan_Castor",0,FALSE,FALSE,NA,NA
"132","Just finished insp of ex- @AmericanAir 757-2 to ferry to Singapore for P2F conversion for China's SF Airlines. N942‚Ä¶ https://t.co/v658cLeiFX",FALSE,1,NA,2017-10-08 00:48:45,TRUE,NA,"916827674072440832",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AirTechFAA",2,FALSE,FALSE,NA,NA
"133","Hi, @AmericanAir -- still no love for using Citi Aadvantage on Android Pay, but not a problem on Apple Pay? Can you explain?",FALSE,0,NA,2017-10-08 00:48:12,FALSE,NA,"916827532426727424",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","abefernandez",0,FALSE,FALSE,NA,NA
"134","RT @AirlineReporter: And here‚Äôs the @AmericanAir #737mAAx flightdeck. We saved the best for last. And with that, we‚Äôre off to Wichita. ThAA‚Ä¶",FALSE,0,NA,2017-10-08 00:47:10,FALSE,NA,"916827272711168000",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RayWMaker",5,TRUE,FALSE,NA,NA
"135","@AmericanAir @RainiGilmore Righto Raini, AA couldn't care less. They literally asked me to throw away my luggage in‚Ä¶ https://t.co/HMk1YgVmss",FALSE,0,"AmericanAir",2017-10-08 00:46:38,TRUE,"916818826850963456","916827138262781952","22536055","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Evan_Castor",0,FALSE,FALSE,NA,NA
"136","@AmericanAir WOW 1 hour 5 Minutes waiting for a gate MIAMI and still nothing connection lost, etc Fl 2703 Oct 7 POS  / MIA",FALSE,0,"AmericanAir",2017-10-08 00:46:27,FALSE,NA,"916827091726938112","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","vicarca_",0,FALSE,FALSE,NA,NA
"137","@AmericanAir @JoeRiceColorado Not enough to offer incentives, change our culture, crap planes, awful customer servi‚Ä¶ https://t.co/i1bU8YKhYd",FALSE,0,"AmericanAir",2017-10-08 00:45:26,TRUE,"916818839928795136","916826835853377537","22536055","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Evan_Castor",0,FALSE,FALSE,NA,NA
"138","So frustrated right now!! @AmericanAir you seriously need to get it together!!!!! Ì†ΩÌ∏°",FALSE,0,NA,2017-10-08 00:44:56,FALSE,NA,"916826711823716353",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Its_Nitaaaa",0,FALSE,FALSE,NA,NA
"139","RT @AirlineReporter: Some are bummed the @AmericanAir 737s are going w/ BYOD IFE. We aren‚Äôt. It‚Äôs the future. Note tablet/phone holder in s‚Ä¶",FALSE,0,NA,2017-10-08 00:44:54,FALSE,NA,"916826702717833217",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","windian425",15,TRUE,FALSE,NA,NA
"140","@AmericanAir @shawnraley38 You don't get kickbacks from rentals too? What kind of crooked business is this? You cou‚Ä¶ https://t.co/1a7GMxsOyM",FALSE,1,"AmericanAir",2017-10-08 00:44:28,TRUE,"916819201389711360","916826593997344768","22536055","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Evan_Castor",0,FALSE,FALSE,NA,NA
"141","@AmericanAir @shawnraley38 First off #AAteam the word you're looking for is ""Sorry""
Second, this is AA tactic, take‚Ä¶ https://t.co/MAvTyXIVFt",FALSE,1,"AmericanAir",2017-10-08 00:43:42,TRUE,"916819201389711360","916826400920924160","22536055","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Evan_Castor",0,FALSE,FALSE,NA,NA
"142","@AmericanAir Been sitting on the ground in Miami for an hour on #2703 and about to miss my connection b/c of gate change &amp; no ground crew Ì†ΩÌ∏í",FALSE,0,"AmericanAir",2017-10-08 00:42:18,FALSE,NA,"916826046833594368","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PigInEpigraphy",0,FALSE,FALSE,NA,NA
"143","@AmericanAir Chile",FALSE,0,"AmericanAir",2017-10-08 00:39:19,FALSE,"916825211265343488","916825296996847616","22536055","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","josecarrascov",0,FALSE,FALSE,NA,NA
"144","RT @AirlineReporter: Some are bummed the @AmericanAir 737s are going w/ BYOD IFE. We aren‚Äôt. It‚Äôs the future. Note tablet/phone holder in s‚Ä¶",FALSE,0,NA,2017-10-08 00:39:17,FALSE,NA,"916825287916163072",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","havayolu101",15,TRUE,FALSE,NA,NA
"145",".@AmericanAir phone support just reminded me why I decided to go from Exec Platinum to nothing on them. Agents don't even want to listen.",FALSE,9,NA,2017-10-08 00:39:05,FALSE,NA,"916825237408436224",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PointsToPointB",0,FALSE,FALSE,NA,NA
"146","@AmericanAir Exijo la ayuda ahora. esto no me deja avanzar en mi check... no me contestan en el call center.. hasta‚Ä¶ https://t.co/9v2orRvheC",FALSE,0,"josecarrascov",2017-10-08 00:39:01,TRUE,"916820142285135872","916825221583245312","100560418","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","josecarrascov",0,FALSE,FALSE,NA,NA
"147","@AmericanAir @Denaroche Sounds like you're getting the premium #AATEAM experience",FALSE,0,"AmericanAir",2017-10-08 00:38:45,FALSE,"916820451397120000","916825155439071232","22536055","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Evan_Castor",0,FALSE,FALSE,NA,NA
"148","@user47 @chippy194 @AirlineReporter @AmericanAir and https://t.co/AQdPeRA2NP. Bigger airlines know they offer somet‚Ä¶ https://t.co/0RLKrQ1vZq",FALSE,0,"nbfowler",2017-10-08 00:37:52,TRUE,"916824548506460160","916824934902513664","19667694","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","nbfowler",0,FALSE,FALSE,NA,NA
"149","@AmericanAir a 45 min flight gets delayed by an 1:20 minutes.... not due to weather conditions or anything",FALSE,0,"AmericanAir",2017-10-08 00:37:26,FALSE,NA,"916824826106597376","22536055","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AmelAmusanovic",0,FALSE,FALSE,NA,NA
"150","@AmericanAir @jimmycharles92 Tell me about it Jimmy. I missed a flight to Dublin because the AA ticket agent would‚Ä¶ https://t.co/xxsyzzAqv9",FALSE,0,"AmericanAir",2017-10-08 00:37:00,TRUE,"916821510047879168","916824714198298624","22536055","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Evan_Castor",0,FALSE,FALSE,NA,NA
"151","@user47 @chippy194 @AirlineReporter @AmericanAir And Spirit has taken a few slides since this was published (over 4‚Ä¶ https://t.co/2xyYn17XJR",FALSE,0,"user47",2017-10-08 00:36:20,TRUE,"916819979277930496","916824548506460160","15906000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","nbfowler",0,FALSE,FALSE,NA,NA
"152","@AmericanAir @Bs6885 ""Sorry in the way of not making any reparations, not sorry enough to make it up to our custome‚Ä¶ https://t.co/HOhuhGyD17",FALSE,0,"AmericanAir",2017-10-08 00:35:39,TRUE,"916821855004176384","916824376183590912","22536055","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Evan_Castor",0,FALSE,FALSE,NA,NA
"153","@AmericanAir @carybh Don't hold your breath friend. People waiting on runways all over America for lemon planes fro‚Ä¶ https://t.co/V3fvTyohu6",FALSE,0,"AmericanAir",2017-10-08 00:34:33,TRUE,"916822157392478208","916824097975427072","22536055","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Evan_Castor",0,FALSE,FALSE,NA,NA
"154","Can someone explain why @AmericanAir charges a $30 processing fee to buy 59 bucks worth is miles?!? Might as well j‚Ä¶ https://t.co/Hrx0g8HqbK",FALSE,0,NA,2017-10-08 00:33:46,TRUE,NA,"916823903091122179",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","paulmcnamara94",0,FALSE,FALSE,NA,NA
"155","@AnnaTaughtYou @AmericanAir Heyyy",FALSE,0,"AnnaTaughtYou",2017-10-08 00:33:01,FALSE,"916769843935813632","916823711210196997","389139384","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Makaylaholt12",0,FALSE,FALSE,NA,NA
"156","@AmericanAir @DoctorJesseMD Ah, o'hare, the place where my mother wasn't allowed to board a plane to Ireland to cel‚Ä¶ https://t.co/tuOL6XBZJb",FALSE,0,"AmericanAir",2017-10-08 00:32:50,TRUE,"916822784873041920","916823668159909889","22536055","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Evan_Castor",0,FALSE,FALSE,NA,NA
"157","RT @laligirl00: That's a lot of tails at the @AmericanAir Tech Ops - Tulsa Family Day. #avgeek #737Max8 https://t.co/Wvn6hg7Oxl",FALSE,0,NA,2017-10-08 00:31:40,FALSE,NA,"916823373199618048",NA,"<a href=""http://www.planespottingiscool.com"" rel=""nofollow"">PlaneSpotterRetweet</a>","PlaneSpotIsCool",4,TRUE,FALSE,NA,NA
"158","@user47 @chippy194 @AirlineReporter @AmericanAir trickle of no-IFE aircraft into the AA fleet corresponds to notice‚Ä¶ https://t.co/6MTwG6gKmZ",FALSE,0,"nbfowler",2017-10-08 00:31:28,TRUE,"916823015098269696","916823321034989570","19667694","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","nbfowler",0,FALSE,FALSE,NA,NA
